,R,T,m,s,mutations,survival_mean,survival_var,absorption,fixation,generations,organism_count,l,correlation_length,correlation_time,seed,dfit,N,k,b,files,creature
1,13.0,10.0,0.10236899472720644,0.015,2.0,10000.0,0.0,0.00035087719298245617,4.0,25.0,2.0,64.0,15.0,1000.0,179.0,0.0,100.0,1.0,1.0,two_depletion_nutrient_B_s179l64L15T1000N100_c1_parameters.csv,c1
1,3.3874693825524376,3.7055334509614473,0.035405049310846544,0.005550918891096545,559.0,279.7,81383.20999999999,0.00035087719298245617,0.0,1145.0,2.0,64.0,20.0,10000.0,229.0,1.8749999999998863,100.0,1.0,1.0,two_depletion_nutrient_B_s229l64L20T10000N100_c1_parameters.csv,c1
1,39.91947657810793,16.470348428710967,0.04039937764177454,0.009650595212240758,273.0,9435.3,2869974.8099999996,0.00035087719298245617,33.0,727.0,2.0,64.0,30.0,10000.0,351.0,0.0,1000.0,1.0,1.0,two_depletion_nutrient_B_s351l64L30T10000N1000_c2_parameters.csv,c2
1,13.278785578333185,12.689749563311493,0.09599771195618957,0.051380126401498326,263.0,195.6,3461.84,0.00035087719298245617,1.0,803.0,2.0,64.0,20.0,10000.0,340.0,-0.15766666666661422,1000.0,1.0,1.0,two_depletion_nutrient_B_s340l64L20T10000N1000_c2_parameters.csv,c2
1,6.5749558551112015,18.34930981089572,0.02527213363743063,0.02360011896400323,96.0,10000.0,0.0,0.00035087719298245617,7.0,777.0,2.0,64.0,20.0,10000.0,220.0,-16.556000000001404,100.0,1.0,1.0,two_depletion_nutrient_B_s220l64L20T10000N100_c2_parameters.csv,c2
1,10.669751691721054,10.0,0.11127037904288956,0.015820873845081743,4.0,10000.0,0.0,0.00035087719298245617,1.0,14.0,2.0,64.0,15.0,500.0,19.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s19l64L15T500N10_c2_parameters.csv,c2
1,59.77292143084917,9.545325900447024,0.09756289110228696,0.02243182586218112,388.0,181.4,1840.0399999999997,0.00035087719298245617,0.0,893.0,2.0,64.0,10.0,10000.0,324.0,0.4384917857735786,1000.0,1.0,1.0,two_depletion_nutrient_B_s324l64L10T10000N1000_c1_parameters.csv,c1
1,12.399891058264057,4.861517167112949,0.050770172777197115,0.015714868128199118,243.0,132.4,1662.0400000000002,0.00035087719298245617,0.0,785.0,2.0,64.0,15.0,10000.0,96.0,-0.09783333333371047,10.0,1.0,1.0,two_depletion_nutrient_B_s96l64L15T10000N10_c2_parameters.csv,c2
1,38.04746842434496,8.60875593379725,0.04655042760812733,0.023975680633087467,49.0,10000.0,0.0,0.00035087719298245617,2.0,269.0,2.0,64.0,30.0,10000.0,232.0,0.0,100.0,1.0,1.0,two_depletion_nutrient_B_s232l64L30T10000N100_c1_parameters.csv,c1
1,13.0,9.004131902190451,0.12420409421172847,0.017015241001356752,3.0,9004.6,8917390.440000001,0.00035087719298245617,1.0,28.0,2.0,64.0,30.0,1000.0,311.0,0.0,1000.0,1.0,1.0,two_depletion_nutrient_B_s311l64L30T1000N1000_c2_parameters.csv,c2
1,11.494682976581023,12.185890729902548,0.12859056593527898,0.01830832302710374,7.0,10000.0,0.0,0.00035087719298245617,1.0,44.0,2.0,64.0,30.0,500.0,32.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s32l64L30T500N10_c1_parameters.csv,c1
1,4.512915766821987,7.527051630330704,0.04342218889022424,0.040972957407772084,171.0,10000.0,0.0,0.00035087719298245617,3.0,574.0,2.0,64.0,10.0,10000.0,326.0,0.0,1000.0,1.0,1.0,two_depletion_nutrient_B_s326l64L10T10000N1000_c1_parameters.csv,c1
1,12.869861221143097,12.979325871037439,0.12910981413674683,0.017839465090067324,6.0,9007.9,8858361.69,0.00035087719298245617,2.0,55.0,2.0,64.0,30.0,1000.0,438.0,0.0,10000.0,1.0,1.0,two_depletion_nutrient_B_s438l64L30T1000N10000_c1_parameters.csv,c1
1,12.985386891436582,10.676645273953671,0.03486954891042923,0.02969339411917291,125.0,10000.0,0.0,0.00035087719298245617,1.0,343.0,2.0,64.0,30.0,10000.0,478.0,0.0,10000.0,1.0,1.0,two_depletion_nutrient_B_s478l64L30T10000N10000_c1_parameters.csv,c1
1,13.0,8.374861872664212,0.12546835512155793,0.017685226917091693,5.0,10000.0,0.0,0.00035087719298245617,1.0,48.0,2.0,64.0,30.0,1000.0,199.0,0.0,100.0,1.0,1.0,two_depletion_nutrient_B_s199l64L30T1000N100_c1_parameters.csv,c1
1,13.0,7.102747744576802,0.1315761597412663,0.017422559034863696,4.0,10000.0,0.0,0.00035087719298245617,1.0,35.0,2.0,64.0,20.0,500.0,148.0,0.0,100.0,1.0,1.0,two_depletion_nutrient_B_s148l64L20T500N100_c2_parameters.csv,c2
1,6.90483529023595,5.5823463000752485,0.09214132773664226,0.0807236207279026,113.0,10000.0,0.0,0.00035087719298245617,6.0,1005.0,2.0,64.0,10.0,10000.0,325.0,-16.538500000001477,1000.0,1.0,1.0,two_depletion_nutrient_B_s325l64L10T10000N1000_c1_parameters.csv,c1
1,16.82525287542899,27.95442398405897,0.035407901281842,0.03232117587479964,255.0,10000.0,0.0,0.00035087719298245617,3.0,877.0,2.0,64.0,30.0,10000.0,474.0,-16.533666666666704,10000.0,1.0,1.0,two_depletion_nutrient_B_s474l64L30T10000N10000_c1_parameters.csv,c1
1,77.2882303888443,7.73829162583331,0.05048742379273376,0.046248129456421774,231.0,10000.0,0.0,0.00035087719298245617,10.0,918.0,2.0,64.0,20.0,10000.0,465.0,0.0,10000.0,1.0,1.0,two_depletion_nutrient_B_s465l64L20T10000N10000_c1_parameters.csv,c1
1,8.232810524933393,7.30855107639368,0.09257661975361373,0.08568934079889516,201.0,7137.2,19124008.96,0.00035087719298245617,0.0,613.0,2.0,64.0,15.0,10000.0,90.0,-6.048921455421009,10.0,1.0,1.0,two_depletion_nutrient_B_s90l64L15T10000N10_c2_parameters.csv,c2
1,11.243824298362155,9.943734908143979,0.10355590483893602,0.01685436844910041,6.0,10000.0,0.0,0.00035087719298245617,2.0,23.0,2.0,64.0,30.0,1000.0,310.0,0.0,1000.0,1.0,1.0,two_depletion_nutrient_B_s310l64L30T1000N1000_c1_parameters.csv,c1
1,16.823789280749534,25.036127589789828,0.07577746947042958,0.015930805403291073,386.0,8257.2,12152098.559999999,0.00035087719298245617,7.0,986.0,2.0,64.0,30.0,10000.0,479.0,0.0,10000.0,1.0,1.0,two_depletion_nutrient_B_s479l64L30T10000N10000_c1_parameters.csv,c1
1,157.76055437266024,13.052950345873262,0.05333687570883051,0.048914494768741365,255.0,10000.0,0.0,0.00035087719298245617,0.0,757.0,2.0,64.0,10.0,10000.0,449.0,-18.14330063503985,10000.0,1.0,1.0,two_depletion_nutrient_B_s449l64L10T10000N10000_c2_parameters.csv,c2
1,13.933638679138298,10.0,0.15,0.022195108048497385,4.0,9005.0,8910225.0,0.00035087719298245617,3.0,13.0,2.0,64.0,20.0,1000.0,64.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s64l64L20T1000N10_c2_parameters.csv,c2
1,8.840754472171504,11.613066376375658,0.11896956140290996,0.019325592886521137,10.0,10000.0,0.0,0.00035087719298245617,1.0,59.0,2.0,64.0,20.0,1000.0,62.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s62l64L20T1000N10_c1_parameters.csv,c1
1,13.0,8.848590951948909,0.11588469408567087,0.015,3.0,10000.0,0.0,0.00035087719298245617,1.0,35.0,2.0,64.0,15.0,1000.0,537.0,0.0,100000.0,1.0,1.0,two_depletion_nutrient_B_s537l64L15T1000N100000_c2_parameters.csv,c2
1,9.459317749374376,6.588947884483887,0.03765755337094538,0.04660385613602345,87.0,10000.0,0.0,0.00035087719298245617,1.0,419.0,2.0,64.0,10.0,10000.0,322.0,0.0,1000.0,1.0,1.0,two_depletion_nutrient_B_s322l64L10T10000N1000_c2_parameters.csv,c2
1,13.0,8.539164942231832,0.12935831379486548,0.020401115255032094,4.0,10000.0,0.0,0.00035087719298245617,1.0,27.0,2.0,64.0,30.0,1000.0,317.0,0.0,1000.0,1.0,1.0,two_depletion_nutrient_B_s317l64L30T1000N1000_c1_parameters.csv,c1
1,10.622997380236816,38.98918383708299,0.05659303853809918,0.023929408095878662,239.0,9991.7,620.01,0.00035087719298245617,15.0,816.0,2.0,64.0,30.0,10000.0,353.0,-6.407445828897835,1000.0,1.0,1.0,two_depletion_nutrient_B_s353l64L30T10000N1000_c1_parameters.csv,c1
1,84.84864993377599,24.094628522331973,0.032494150878426484,0.004640290473783773,318.0,184.1,1911.6899999999998,0.00035087719298245617,1.0,902.0,2.0,64.0,20.0,10000.0,469.0,-0.20466666666698075,10000.0,1.0,1.0,two_depletion_nutrient_B_s469l64L20T10000N10000_c1_parameters.csv,c1
1,15.289747209910947,10.0,0.12251478182606003,0.016360522565527877,8.0,10000.0,0.0,0.00035087719298245617,0.0,39.0,2.0,64.0,15.0,500.0,17.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s17l64L15T500N10_c2_parameters.csv,c2
1,11.923785952558804,10.182022886997284,0.1424298705467207,0.021858880588833677,16.0,10000.0,0.0,0.00035087719298245617,1.0,90.0,2.0,64.0,30.0,1000.0,436.0,0.0,10000.0,1.0,1.0,two_depletion_nutrient_B_s436l64L30T1000N10000_c2_parameters.csv,c2
1,13.0,10.0,0.13389840029849787,0.018970539894171353,3.0,10000.0,0.0,0.00035087719298245617,2.0,26.0,2.0,64.0,10.0,500.0,245.0,0.0,1000.0,1.0,1.0,two_depletion_nutrient_B_s245l64L10T500N1000_c1_parameters.csv,c1
1,16.577580919727207,10.0,0.12479023754848456,0.019064289122321023,7.0,10000.0,0.0,0.00035087719298245617,1.0,30.0,2.0,64.0,30.0,1000.0,553.0,0.0,100000.0,1.0,1.0,two_depletion_nutrient_B_s553l64L30T1000N100000_c2_parameters.csv,c2
1,13.0,10.191699629647003,0.11042992677666773,0.014153638104941298,6.0,10000.0,0.0,0.00035087719298245617,1.0,63.0,2.0,64.0,10.0,1000.0,527.0,0.0,100000.0,1.0,1.0,two_depletion_nutrient_B_s527l64L10T1000N100000_c1_parameters.csv,c1
1,13.0,11.84337929409636,0.12998533927301603,0.017637309188508643,3.0,9006.6,8881592.04,0.00035087719298245617,1.0,62.0,2.0,64.0,30.0,1000.0,557.0,0.0,100000.0,1.0,1.0,two_depletion_nutrient_B_s557l64L30T1000N100000_c2_parameters.csv,c2
1,15.384111429168804,10.0,0.11448518369928068,0.015833298429464772,5.0,10000.0,0.0,0.00035087719298245617,1.0,30.0,2.0,64.0,10.0,1000.0,406.0,0.0,10000.0,1.0,1.0,two_depletion_nutrient_B_s406l64L10T1000N10000_c1_parameters.csv,c1
1,13.0,8.417193765541505,0.13178294983636415,0.018404474583947297,4.0,10000.0,0.0,0.00035087719298245617,1.0,19.0,2.0,64.0,15.0,500.0,255.0,0.0,1000.0,1.0,1.0,two_depletion_nutrient_B_s255l64L15T500N1000_c1_parameters.csv,c1
1,11.729819869360428,8.22596730431829,0.11100969463902921,0.015,4.0,10000.0,0.0,0.00035087719298245617,1.0,21.0,2.0,64.0,20.0,1000.0,69.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s69l64L20T1000N10_c2_parameters.csv,c2
1,9.080423005093845,11.670049783568132,0.12104911643799296,0.016872703912195707,7.0,10000.0,0.0,0.00035087719298245617,1.0,48.0,2.0,64.0,30.0,1000.0,195.0,0.0,100.0,1.0,1.0,two_depletion_nutrient_B_s195l64L30T1000N100_c2_parameters.csv,c2
1,13.0,10.0,0.13280402802170585,0.01759519067663335,2.0,9006.2,8888745.959999999,0.00035087719298245617,8.0,23.0,2.0,64.0,15.0,500.0,495.0,0.0,100000.0,1.0,1.0,two_depletion_nutrient_B_s495l64L15T500N100000_c1_parameters.csv,c1
1,6.038277831629539,14.779501974564194,0.05605271065164561,0.00646030251209004,547.0,102.7,4039.0100000000007,0.00035087719298245617,0.0,1159.0,2.0,64.0,15.0,10000.0,216.0,0.1069999999999709,100.0,1.0,1.0,two_depletion_nutrient_B_s216l64L15T10000N100_c1_parameters.csv,c1
1,5.973152352583651,83.76717560599742,0.08415697138442352,0.08441576756373129,328.0,10000.0,0.0,0.00035087719298245617,1.0,818.0,2.0,64.0,20.0,10000.0,464.0,-4.547473508864641e-13,10000.0,1.0,1.0,two_depletion_nutrient_B_s464l64L20T10000N10000_c1_parameters.csv,c1
1,13.0,10.0,0.11968619912798646,0.017174347801966094,4.0,10000.0,0.0,0.00035087719298245617,1.0,36.0,2.0,64.0,15.0,1000.0,532.0,0.0,100000.0,1.0,1.0,two_depletion_nutrient_B_s532l64L15T1000N100000_c1_parameters.csv,c1
1,14.799379392887346,10.0,0.12856145271704858,0.018853001323177323,7.0,10000.0,0.0,0.00035087719298245617,0.0,39.0,2.0,64.0,15.0,500.0,17.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s17l64L15T500N10_c1_parameters.csv,c1
1,8.519479228597167,27.009082293508705,0.05134156751917985,0.04765682161728407,440.0,10000.0,0.0,0.00035087719298245617,125.0,1123.0,2.0,64.0,10.0,10000.0,329.0,0.0,1000.0,1.0,1.0,two_depletion_nutrient_B_s329l64L10T10000N1000_c1_parameters.csv,c1
1,13.0,10.006058967400886,0.12078503085111601,0.015970763018032522,5.0,10000.0,0.0,0.00035087719298245617,1.0,56.0,2.0,64.0,20.0,1000.0,540.0,0.0,100000.0,1.0,1.0,two_depletion_nutrient_B_s540l64L20T1000N100000_c2_parameters.csv,c2
1,13.0,10.0,0.15,0.02392351716956103,3.0,10000.0,0.0,0.00035087719298245617,1.0,34.0,2.0,64.0,15.0,1000.0,530.0,0.0,100000.0,1.0,1.0,two_depletion_nutrient_B_s530l64L15T1000N100000_c1_parameters.csv,c1
1,33.07976655480733,114.50102404773227,0.012454282935224895,0.010888570465408132,339.0,10000.0,0.0,0.00035087719298245617,0.0,945.0,2.0,64.0,10.0,10000.0,205.0,0.0,100.0,1.0,1.0,two_depletion_nutrient_B_s205l64L10T10000N100_c2_parameters.csv,c2
1,11.357917376322796,24.281123469835812,0.06187516683006928,0.05315891297680033,94.0,10000.0,0.0,0.00035087719298245617,1.0,831.0,2.0,64.0,15.0,10000.0,450.0,0.0,10000.0,1.0,1.0,two_depletion_nutrient_B_s450l64L15T10000N10000_c2_parameters.csv,c2
1,12.333072722488861,10.0,0.10835977728868877,0.015,3.0,10000.0,0.0,0.00035087719298245617,1.0,16.0,2.0,64.0,15.0,1000.0,50.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s50l64L15T1000N10_c1_parameters.csv,c1
1,34.347660295551314,20.00957360426656,0.06622333073197557,0.06725140784565571,408.0,10000.0,0.0,0.00035087719298245617,0.0,961.0,2.0,64.0,10.0,10000.0,89.0,-12.300272671147923,10.0,1.0,1.0,two_depletion_nutrient_B_s89l64L10T10000N10_c1_parameters.csv,c1
1,0.6429970065944723,6.921926169180984,0.09043567190128651,0.03178973688513782,552.0,221.4,4438.44,0.00035087719298245617,0.0,1035.0,2.0,64.0,15.0,10000.0,98.0,-0.05566666666675246,10.0,1.0,1.0,two_depletion_nutrient_B_s98l64L15T10000N10_c1_parameters.csv,c1
1,39.9177747350027,6.012892232834265,0.07627301143980159,0.026346148832164334,333.0,168.3,1273.81,0.00035087719298245617,1.0,831.0,2.0,64.0,15.0,10000.0,450.0,0.10500000000001819,10000.0,1.0,1.0,two_depletion_nutrient_B_s450l64L15T10000N10000_c1_parameters.csv,c1
1,15.680745607847888,10.588574000141456,0.04246906241968392,0.057790964386103774,205.0,10000.0,0.0,0.00035087719298245617,0.0,785.0,2.0,64.0,15.0,10000.0,96.0,-10.272806786084857,10.0,1.0,1.0,two_depletion_nutrient_B_s96l64L15T10000N10_c1_parameters.csv,c1
1,13.0,8.473364814286711,0.11906220609825793,0.015,3.0,10000.0,0.0,0.00035087719298245617,1.0,29.0,2.0,64.0,15.0,500.0,13.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s13l64L15T500N10_c2_parameters.csv,c2
1,12.523379611277234,12.38957347375503,0.1200985733607615,0.018178831326234515,13.0,10000.0,0.0,0.00035087719298245617,1.0,73.0,2.0,64.0,10.0,500.0,4.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s4l64L10T500N10_c2_parameters.csv,c2
1,13.0,10.0,0.13011350985072156,0.017744684211933908,3.0,10000.0,0.0,0.00035087719298245617,1.0,16.0,2.0,64.0,30.0,500.0,150.0,0.0,100.0,1.0,1.0,two_depletion_nutrient_B_s150l64L30T500N100_c2_parameters.csv,c2
1,13.0,10.0,0.13236094761046127,0.01823246669269902,2.0,10000.0,0.0,0.00035087719298245617,1.0,13.0,2.0,64.0,30.0,500.0,153.0,0.0,100.0,1.0,1.0,two_depletion_nutrient_B_s153l64L30T500N100_c2_parameters.csv,c2
1,12.396113031357698,11.002470676828858,0.11997439911990376,0.015,5.0,7022.7,20683484.009999998,0.00035087719298245617,2.0,19.0,2.0,64.0,15.0,1000.0,531.0,0.0,100000.0,1.0,1.0,two_depletion_nutrient_B_s531l64L15T1000N100000_c1_parameters.csv,c1
1,3.3983886109607435,18.31122445381492,0.05119482116663726,0.11382715630214046,151.0,10000.0,0.0,0.00035087719298245617,5.0,497.0,2.0,64.0,20.0,10000.0,106.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s106l64L20T10000N10_c1_parameters.csv,c1
1,29.608835896811623,25.522408289081618,0.04236483361485818,0.17434421405042663,219.0,10000.0,0.0,0.00035087719298245617,0.0,795.0,2.0,64.0,30.0,10000.0,234.0,-16.544499999998152,100.0,1.0,1.0,two_depletion_nutrient_B_s234l64L30T10000N100_c1_parameters.csv,c1
1,13.0,10.0,0.11289630262445424,0.015,2.0,10000.0,0.0,0.00035087719298245617,1.0,13.0,2.0,64.0,20.0,500.0,147.0,0.0,100.0,1.0,1.0,two_depletion_nutrient_B_s147l64L20T500N100_c2_parameters.csv,c2
1,13.52228581171855,6.9286854836770475,0.12922101629836666,0.023705980745469445,9.0,10000.0,0.0,0.00035087719298245617,1.0,58.0,2.0,64.0,10.0,1000.0,43.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s43l64L10T1000N10_c1_parameters.csv,c1
1,13.562430575830195,26.678856338922092,0.10841205054754939,0.029388467758663953,350.0,2217.1,15147007.689999998,0.00035087719298245617,0.0,712.0,2.0,64.0,20.0,10000.0,109.0,2.2077859237542725,10.0,1.0,1.0,two_depletion_nutrient_B_s109l64L20T10000N10_c1_parameters.csv,c1
1,13.0,9.008255716596643,0.12043992234860001,0.015,3.0,10000.0,0.0,0.00035087719298245617,1.0,17.0,2.0,64.0,20.0,500.0,263.0,0.0,1000.0,1.0,1.0,two_depletion_nutrient_B_s263l64L20T500N1000_c2_parameters.csv,c2
1,15.220347621029354,12.200145806007372,0.12927796657952917,0.017031131739477328,5.0,10000.0,0.0,0.00035087719298245617,1.0,29.0,2.0,64.0,10.0,500.0,121.0,0.0,100.0,1.0,1.0,two_depletion_nutrient_B_s121l64L10T500N100_c1_parameters.csv,c1
1,13.0,10.0,0.1352390943175963,0.02018736486483765,5.0,10000.0,0.0,0.00035087719298245617,1.0,34.0,2.0,64.0,30.0,1000.0,72.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s72l64L30T1000N10_c2_parameters.csv,c2
1,21.591096626374597,4.7368978673293265,0.08208272216185356,0.07154893194715428,241.0,10000.0,0.0,0.00035087719298245617,286.0,736.0,2.0,64.0,20.0,10000.0,349.0,-9.094947017729282e-13,1000.0,1.0,1.0,two_depletion_nutrient_B_s349l64L20T10000N1000_c1_parameters.csv,c1
1,13.0,10.0,0.11442788217395633,0.015,3.0,10000.0,0.0,0.00035087719298245617,7.0,51.0,2.0,64.0,20.0,1000.0,184.0,0.0,100.0,1.0,1.0,two_depletion_nutrient_B_s184l64L20T1000N100_c2_parameters.csv,c2
1,13.0,10.0,0.12828601762907166,0.017614147036548258,4.0,9005.7,8897692.41,0.00035087719298245617,1.0,48.0,2.0,64.0,30.0,1000.0,195.0,0.0,100.0,1.0,1.0,two_depletion_nutrient_B_s195l64L30T1000N100_c1_parameters.csv,c1
1,11.56325171981726,10.0,0.11741609067067428,0.015,5.0,10000.0,0.0,0.00035087719298245617,1.0,34.0,2.0,64.0,30.0,1000.0,76.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s76l64L30T1000N10_c1_parameters.csv,c1
1,15.728966105604043,34.07232757889946,0.08528099958301917,0.015288617252203212,80.0,102.1,6.890000000000001,0.00035087719298245617,1.0,746.0,2.0,64.0,20.0,10000.0,348.0,-0.05799999999987904,1000.0,1.0,1.0,two_depletion_nutrient_B_s348l64L20T10000N1000_c2_parameters.csv,c2
1,12.934728793371637,10.644334947184124,0.1150572617204264,0.015,7.0,10000.0,0.0,0.00035087719298245617,1.0,34.0,2.0,64.0,10.0,500.0,368.0,0.0,10000.0,1.0,1.0,two_depletion_nutrient_B_s368l64L10T500N10000_c1_parameters.csv,c1
1,24.06348053362108,21.200784311304602,0.14561037210282998,0.015441727155728408,201.0,92.2,22.560000000000002,0.00035087719298245617,3.0,1214.0,2.0,64.0,20.0,10000.0,468.0,5.205666666666673,10000.0,1.0,1.0,two_depletion_nutrient_B_s468l64L20T10000N10000_c1_parameters.csv,c1
1,13.0,7.738883515982639,0.13632496575338995,0.017915697474944165,4.0,10000.0,0.0,0.00035087719298245617,1.0,13.0,2.0,64.0,30.0,500.0,153.0,0.0,100.0,1.0,1.0,two_depletion_nutrient_B_s153l64L30T500N100_c1_parameters.csv,c1
1,53.1112229760204,5.72999311573089,0.055752404006682896,0.0567174470027853,162.0,10000.0,0.0,0.00035087719298245617,1.0,803.0,2.0,64.0,20.0,10000.0,340.0,0.0,1000.0,1.0,1.0,two_depletion_nutrient_B_s340l64L20T10000N1000_c1_parameters.csv,c1
1,30.183977243911833,23.97746552339484,0.08784035611396862,0.04269911048416351,228.0,209.5,6490.85,0.00035087719298245617,12.0,1076.0,2.0,64.0,15.0,10000.0,570.0,-0.05316666666664105,100000.0,1.0,1.0,two_depletion_nutrient_B_s570l64L15T10000N100000_c2_parameters.csv,c2
1,14.445075466504777,8.730056543394909,0.12088066047582371,0.015,4.0,10000.0,0.0,0.00035087719298245617,1.0,30.0,2.0,64.0,10.0,1000.0,406.0,0.0,10000.0,1.0,1.0,two_depletion_nutrient_B_s406l64L10T1000N10000_c2_parameters.csv,c2
1,13.0,10.0,0.11872152937510862,0.015984621195912003,3.0,10000.0,0.0,0.00035087719298245617,3.0,38.0,2.0,64.0,10.0,500.0,488.0,0.0,100000.0,1.0,1.0,two_depletion_nutrient_B_s488l64L10T500N100000_c1_parameters.csv,c1
1,12.746469645110531,12.760700373387193,0.15,0.025948030276139997,10.0,10000.0,0.0,0.00035087719298245617,1.0,50.0,2.0,64.0,10.0,500.0,9.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s9l64L10T500N10_c1_parameters.csv,c1
1,15.125491235373257,8.445890072222195,0.12079627239948737,0.0237976489918862,9.0,10000.0,0.0,0.00035087719298245617,1.0,41.0,2.0,64.0,15.0,1000.0,57.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s57l64L15T1000N10_c1_parameters.csv,c1
1,13.0,10.0,0.12841274147511797,0.017356818339861694,3.0,9005.3,8904852.81,0.00035087719298245617,1.0,22.0,2.0,64.0,10.0,1000.0,164.0,0.0,100.0,1.0,1.0,two_depletion_nutrient_B_s164l64L10T1000N100_c1_parameters.csv,c1
1,13.0,9.97368642402274,0.119990548988976,0.015,4.0,6030.3,23637816.61,0.00035087719298245617,1.0,19.0,2.0,64.0,10.0,1000.0,286.0,0.0,1000.0,1.0,1.0,two_depletion_nutrient_B_s286l64L10T1000N1000_c2_parameters.csv,c2
1,3.1869044321197615,7.2228548633432235,0.045113942361082196,0.00758975889868666,235.0,197.3,873.4100000000001,0.00035087719298245617,0.0,601.0,2.0,64.0,10.0,10000.0,203.0,3.220128446115041,100.0,1.0,1.0,two_depletion_nutrient_B_s203l64L10T10000N100_c1_parameters.csv,c1
1,7.5558974581154486,16.103001769453293,0.039222036945330614,0.00628906507356918,302.0,154.5,611.05,0.00035087719298245617,0.0,845.0,2.0,64.0,10.0,10000.0,444.0,-0.11700000000013233,10000.0,1.0,1.0,two_depletion_nutrient_B_s444l64L10T10000N10000_c1_parameters.csv,c1
1,12.947674178579877,11.791074201470243,0.13594171518308085,0.019241107665193734,8.0,10000.0,0.0,0.00035087719298245617,2.0,39.0,2.0,64.0,15.0,500.0,376.0,0.0,10000.0,1.0,1.0,two_depletion_nutrient_B_s376l64L15T500N10000_c2_parameters.csv,c2
1,11.165757811679637,7.781473362577439,0.24028977416311517,0.0745015590330406,181.0,184.5,216.85,0.00035087719298245617,0.0,1024.0,2.0,64.0,15.0,10000.0,330.0,16.33566666666593,1000.0,1.0,1.0,two_depletion_nutrient_B_s330l64L15T10000N1000_c2_parameters.csv,c2
1,13.0,13.128669999597609,0.14462458759007765,0.0213098574169188,7.0,9007.5,8865506.25,0.00035087719298245617,1.0,26.0,2.0,64.0,15.0,500.0,12.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s12l64L15T500N10_c1_parameters.csv,c1
1,16.958796281537943,5.1232524215484725,0.06320160017359115,0.008576595454395285,272.0,201.0,95.6,0.00035087719298245617,0.0,666.0,2.0,64.0,15.0,10000.0,94.0,2.067676934360179,10.0,1.0,1.0,two_depletion_nutrient_B_s94l64L15T10000N10_c1_parameters.csv,c1
1,11.842345054729204,9.02140839224467,0.11175580823571675,0.01652952400187448,8.0,10000.0,0.0,0.00035087719298245617,1.0,33.0,2.0,64.0,15.0,1000.0,411.0,0.0,10000.0,1.0,1.0,two_depletion_nutrient_B_s411l64L15T1000N10000_c1_parameters.csv,c1
1,13.0,10.308324930874015,0.13016616581296,0.016636851016403855,3.0,10000.0,0.0,0.00035087719298245617,15.0,34.0,2.0,64.0,30.0,500.0,391.0,0.0,10000.0,1.0,1.0,two_depletion_nutrient_B_s391l64L30T500N10000_c1_parameters.csv,c1
1,15.526113047086394,11.580557491509476,0.1322546563432426,0.01957821519375609,7.0,10000.0,0.0,0.00035087719298245617,1.0,37.0,2.0,64.0,15.0,1000.0,54.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s54l64L15T1000N10_c1_parameters.csv,c1
1,12.828150078466876,10.0,0.1131499507171758,0.018409953258881402,5.0,10000.0,0.0,0.00035087719298245617,1.0,45.0,2.0,64.0,15.0,500.0,493.0,0.0,100000.0,1.0,1.0,two_depletion_nutrient_B_s493l64L15T500N100000_c2_parameters.csv,c2
1,44.21301914542385,26.39856177576927,0.09867966249197528,0.05181843187526573,276.0,8404.3,10200435.21,0.00035087719298245617,3.0,877.0,2.0,64.0,30.0,10000.0,474.0,9.094947017729282e-13,10000.0,1.0,1.0,two_depletion_nutrient_B_s474l64L30T10000N10000_c2_parameters.csv,c2
1,13.0,9.194271858166944,0.11395086836157031,0.015,4.0,10000.0,0.0,0.00035087719298245617,1.0,19.0,2.0,64.0,20.0,1000.0,65.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s65l64L20T1000N10_c2_parameters.csv,c2
1,12.823418508984973,10.0,0.13991075675897563,0.020236989760736835,6.0,9006.3,8886957.209999999,0.00035087719298245617,2.0,26.0,2.0,64.0,10.0,500.0,245.0,0.0,1000.0,1.0,1.0,two_depletion_nutrient_B_s245l64L10T500N1000_c2_parameters.csv,c2
1,13.0,8.228435689228231,0.11379262048311514,0.015,4.0,10000.0,0.0,0.00035087719298245617,0.0,28.0,2.0,64.0,10.0,500.0,3.0,0.0,10.0,1.0,1.0,two_depletion_nutrient_B_s3l64L10T500N10_c2_parameters.csv,c2
