"","X","R","T","m","s","mutations","survival_mean","survival_var","absorption","fixation","generations","organism_count","l","correlation_length","correlation_time","seed","dfit","N","k","b","files","seed2","mean_mass","var_mass","mean_volume","var_volume","mean_density","var_density","mean_centroid_x","var_centroid_x","mean_centroid_y","var_centroid_y","mean_nutrient","var_nutrient","snap_centroid_x","snap_var_x","snap_centroid_y","snap_var_y","snap_mass","snap_volume","final_nutrient","snap_density","qualitative"
"280",279,10.2313195557584,5.22008780483809,0.105837157337171,0.03082180146669,95,8243.2,9871916.76,8.93e-05,10,1348,1,64,10,1000,280,-0.744000000000597,1000,1,1,"naive_nutrient_B_s280l64L10T1000N1000_parameters.csv",280,1161.57853659706,106003.855033135,1252.8055,127252.153685119,0.929800583503912,0.002347101430456,30.9191400034704,395612.334551313,31.5052496416375,397805.198063075,0.105837157337171,7.7e-34,30.8946951827413,253558.595434301,31.3668233826535,252579.640063003,745.97899953725,785,0.105837157337171,0.950291719155733,"rings"
"281",280,17.4482739389724,12.9889832825496,0.035212606584916,0.015787362466748,61,8239.7,9908277.61,8.93e-05,0,1082,1,64,10,1000,281,0.000499999998283,1000,1,1,"naive_nutrient_B_s281l64L10T1000N1000_parameters.csv",281,1143.20288509447,180269.283955322,1367.9785,262614.386876438,0.849008247162252,0.017940765964596,30.7079812722668,370345.324694575,31.5082661243949,389923.282993088,0.035212606584915,4.82e-35,31,246272,31.5,262080,768,768,0.035212606584916,1,"rings"
"282",281,11.3373619478456,6.49763708286457,0.113990377182457,0.046596243306174,71,8422.5,10049659.45,8.93e-05,10,1203,1,64,10,1000,282,-2.79933333333429,1000,1,1,"naive_nutrient_B_s282l64L10T1000N1000_parameters.csv",282,887.597492743084,224605.7930715,3782.3914,769931.875793619,0.286945756559563,0.063900840599052,31.4326577003145,303179.638695165,31.4368322226427,302853.970792419,0.113990377182457,1.93e-34,31.5,378395.701189635,31.5,378395.701189635,1108.85187161798,4096,0.113990377182457,0.270715788969233,"dots"
"283",282,17.5612713464151,9.0946472269934,0.129212588020971,0.025266473794009,65,8242,9887783.4,8.93e-05,11,1250,1,64,10,1000,283,1.78533333333326,1000,1,1,"naive_nutrient_B_s283l64L10T1000N1000_parameters.csv",283,1373.89709559734,379828.744805019,1516.3294,450989.950490689,0.906597777583935,0.003145896769939,30.9634560997163,469810.225328671,31.1382780773549,464213.283527881,0.129212588020971,0,31.3675861908665,348159.76483288,31.5657642496234,345222.388425871,1012.99380981888,1122,0.129212588020971,0.902846532815404,"rings"
"284",283,8.90938069579134,11.2089884615379,0.088528690853377,0.014581598589122,28,8237.9,9920056.49,8.93e-05,15,858,1,64,10,1000,284,0.407833333331837,1000,1,1,"naive_nutrient_B_s284l64L10T1000N1000_parameters.csv",284,1119.49395381365,180765.73333944,1284.01288092994,229405.031727221,0.86783957063877,0.00605313735533,31.7590546446731,383254.204405258,30.9288486582063,380432.603464995,0.088528690853377,0,31.8224945540446,417903.517520751,30.8799959625935,417667.23509453,1222.58359656376,1319,0.088528690853377,0.926901892770098,"nan"
"285",284,12.727193595512,6.23343271201576,0.090900701833334,0.02713178481504,62,8242.7,9877112.41,8.93e-05,3,1114,1,64,10,1000,285,1.56833333333452,1000,1,1,"naive_nutrient_B_s285l64L10T1000N1000_parameters.csv",285,1436.59762071167,376908.572887371,1614.42183406114,538823.427212825,0.904720222012663,0.00848481481161,31.4358591833576,490981.334029973,31.4056341825695,490330.088635771,0.090900701833334,1.93e-34,31.4529932614013,685295.771681424,31.416677528414,680882.87687751,2002.95828833105,2450,0.090900701833334,0.817533995237163,"nan"
"286",285,13.4100000892366,20.6140495183448,0.101827273912486,0.025887472222372,68,8248.9,9818697.69,8.93e-05,54,1078,1,64,10,1000,286,1.19833333333372,1000,1,1,"naive_nutrient_B_s286l64L10T1000N1000_parameters.csv",286,1085.98387539056,141383.294542744,1280.3935,230140.269884738,0.859229898471,0.0057960836627,30.6794135074306,370529.773673235,31.4232057148372,368849.733475406,0.101827273912486,7.7e-34,30.6466648435632,405490.47213946,31.3847127866951,396737.878960883,1186.11634559491,1318,0.101827273912486,0.899936529282934,"screen"
"287",286,6.1021092623534,11.4243076992169,0.097121507416678,0.026505358027015,55,8245.1,9854158.09,8.93e-05,9,1137,1,64,10,1000,287,-2.08333333333303,1000,1,1,"naive_nutrient_B_s287l64L10T1000N1000_parameters.csv",287,1206.20529374278,131451.556577846,1354.5916,174019.122921732,0.893510402257167,0.003969784088634,31.3285505498316,411818.905721274,31.3872699852133,412790.866635782,0.097121507416678,7.7e-34,31.3611211507974,433262.463473978,31.4255766946277,434900.114270146,1276.16086329816,1447,0.097121507416678,0.88193563462209,"nan"
"288",287,8.24542677187289,11.9479312346243,0.062626980050601,0.011595778121338,68,8079.7,9592583.41,8.93e-05,1,885,1,64,10,1000,288,-0.000666666666802,1000,1,1,"naive_nutrient_B_s288l64L10T1000N1000_parameters.csv",288,1253.03558209334,362602.758573969,1476.18472610956,530233.376962092,0.854865027404487,0.008500280177783,31.6450006800292,428851.613842569,32.0946743551989,426791.477193547,0.062626980050601,7.7e-34,31.5977128520737,458040.031513218,32.1926745657547,463133.987101842,1347.17728948791,1676,0.062626980050601,0.803805065326914,"nan"
"289",288,4.79416158892653,13.9643546549155,0.08240978807382,0.012497638199017,69,8238.8,9915749.76,8.93e-05,2,1255,1,64,10,1000,289,-1.34816666666575,1000,1,1,"naive_nutrient_B_s289l64L10T1000N1000_parameters.csv",289,731.828712498931,421001.148275794,1250.80893300248,779633.299223486,0.531790279761944,0.020465267433075,27.8081826579432,240810.076278958,28.2471698184315,238883.582448412,0.08240978807382,1.93e-34,0,0,0,0,0,0,0.08240978807382,NA,"ringchains"
"290",289,14.1386706679763,12.0973106987867,0.105256272817433,0.021714564367123,9,9044.1,8223703.29,8.93e-05,13,106,1,64,15,1000,290,0,1000,1,1,"naive_nutrient_B_s290l64L15T1000N1000_parameters.csv",290,790.965500081763,81185.6100352769,873.8703,116418.517129623,0.914332387604952,0.003728702854972,31.0762332906973,270793.824095396,32.1193435026924,271189.447943173,0.105256272817433,1.93e-34,31.0084837767703,243227.486274243,32.0627554150432,241641.830302429,705.1687010219,755,0.105256272817433,0.933998279499205,"rings"
"291",290,8.85198643866724,10.4880203980421,0.119307606670214,0.01650843264913,11,9043.1,8240918.49,8.93e-05,38,140,1,64,15,1000,291,0,1000,1,1,"naive_nutrient_B_s291l64L15T1000N1000_parameters.csv",291,883.276180998383,112754.23329426,1024.1961,147257.447989589,0.859605677725472,0.003645822562768,31.4117281109735,301357.625870758,31.3268019799217,298811.694715514,0.119307606670214,1.93e-34,31.6099433236993,228015.616614662,31.6780371660776,229212.528573392,680.184215810347,798,0.119307606670214,0.85236117269467,"rings"
"292",291,13.1676131392977,10.1209565260022,0.101490150715158,0.018372450101398,8,9043.3,8237474.01,8.93e-05,10,72,1,64,15,1000,292,0,1000,1,1,"naive_nutrient_B_s292l64L15T1000N1000_parameters.csv",292,939.927843583471,325043.148357919,1048.1689,411283.543527143,0.904476505201768,0.003893644944325,31.5436082377579,320803.146895846,31.4258542885503,322601.398011398,0.101490150715158,1.93e-34,31.5598950843564,272688.355836052,31.5006888827814,273899.581634412,801.773025506658,1037,0.101490150715158,0.773165887663122,"mazechains"
"293",292,14.443257939888,10,0.111346994335982,0.020704858434256,6,9044,8225424,8.93e-05,24,113,1,64,15,1000,293,0,1000,1,1,"naive_nutrient_B_s293l64L15T1000N1000_parameters.csv",293,785.998817274661,43942.1500420652,864.2112,62812.5084454045,0.915667720217074,0.002864753233667,31.7066711817738,266923.707004861,32.1815189701995,272055.012114209,0.111346994335982,1.93e-34,31.6249449773282,232147.796060041,32.3543938666795,236935.93430724,677.995758657557,719,0.111346994335982,0.942970457103696,"rings"
"294",293,13,9.73314745027542,0.098389513146658,0.013785806818797,6,8101,14425959.2,8.93e-05,118,148,1,64,15,1000,294,0,1000,1,1,"naive_nutrient_B_s294l64L15T1000N1000_parameters.csv",294,795.862512477949,78468.236120792,899.8977,102260.474282138,0.887152598081823,0.003038084845251,31.482763130887,274065.014177112,31.5958629919153,270959.833795554,0.098389513146658,0,31.0854132329537,220434.154532106,31.8584022742443,222506.28401168,639.094633006563,719,0.098389513146658,0.888865970801895,"mazechains"
"295",294,11.5759784341361,10,0.118496007466921,0.019678708587621,6,9043.2,8239196.16,8.93e-05,5,48,1,64,15,1000,295,0,1000,1,1,"naive_nutrient_B_s295l64L15T1000N1000_parameters.csv",295,799.401810356761,30206.1968818656,889.1118,39932.5289536554,0.901482412267933,0.002799194048162,31.6560992414335,272599.112726322,30.9769191506158,273987.099720172,0.118496007466921,7.7e-34,31.6659883211828,236516.394166644,30.7801909497243,239202.381430775,693.756718059366,762,0.118496007466921,0.910441887217016,"rings"
"296",295,15.9692725377053,9.03548295331351,0.120417974927965,0.016991769749375,10,9043,8242641,8.93e-05,16,219,1,64,15,1000,296,0,1000,1,1,"naive_nutrient_B_s296l64L15T1000N1000_parameters.csv",296,928.944426389346,164848.962012343,1035.9923,218675.163957106,0.901725685611958,0.00390106630979,30.974207788989,317375.564183529,31.6093886920881,315655.180364713,0.120417974927965,1.93e-34,31.1460679487091,239613.018240673,31.1510998146626,240262.319911324,696.383021754214,728,0.120417974927965,0.956570084827217,"rings"
"297",296,13.0913662729262,10.3895900391095,0.095230581740076,0.015,8,8098.6,14462107.04,8.93e-05,10,97,1,64,15,1000,297,0,1000,1,1,"naive_nutrient_B_s297l64L15T1000N1000_parameters.csv",297,827.382710405386,109946.36796465,934.3745,139845.734423192,0.888076646676678,0.003268655864056,32.3711047732397,280326.33954598,31.4291366509926,280598.395891755,0.095230581740076,7.7e-34,33.0948303941781,313015.269323754,31.4597602006747,312626.041258536,919.174388318196,1021,0.095230581740076,0.900268744679917,"mazechains"
"298",297,13,10,0.118199437937225,0.017941710500056,3,9043.2,8239196.16,8.93e-05,20,68,1,64,15,1000,298,0,1000,1,1,"naive_nutrient_B_s298l64L15T1000N1000_parameters.csv",298,990.466942725063,243730.269022106,1107.6661,303753.237334523,0.89443657562949,0.003681309020964,30.9326951245562,334811.62086911,31.3469379765141,337338.245267437,0.118199437937225,1.93e-34,30.378081069345,329854.883687128,30.8692580578088,321943.479948039,948.398300261185,1078,0.118199437937225,0.879775788739504,"ringchains"
"299",298,13,10,0.109143965623929,0.015829275223008,4,8097.8,14474179.36,8.93e-05,4,54,1,64,15,1000,299,0,1000,1,1,"naive_nutrient_B_s299l64L15T1000N1000_parameters.csv",299,763.376250239915,64618.3140023616,849.1271,92692.6002056106,0.904739246911297,0.003082274365139,31.451328569791,261080.475223821,30.9411273233997,265177.4208103,0.109143965623929,3.08e-33,31.358578927991,228645.017114812,30.7542598233867,235102.818251599,661.629605904994,723,0.109143965623929,0.915117020615483,"ringchains"
"300",299,13.3418293035631,11.7993577121073,0.117422412652684,0.017265547720343,5,10000,0,8.93e-05,3,46,1,64,20,1000,300,0,1000,1,1,"naive_nutrient_B_s300l64L20T1000N1000_parameters.csv",300,755.81089641544,82245.4235777307,844.8247,115953.932963206,0.900576545638372,0.003626204780909,31.3626919010086,257274.215172367,31.4186908864012,256223.586404409,0.117422412652684,3.08e-33,31.450799578317,232012.597963523,30.7714000013225,223683.373879758,678.111887333622,732,0.117422412652684,0.926382359745386,"rings"
"301",300,12.2904932445487,10.5392771769618,0.118016572803656,0.014967258128733,5,10000,0,8.93e-05,4,42,1,64,20,1000,301,0,1000,1,1,"naive_nutrient_B_s301l64L20T1000N1000_parameters.csv",301,778.580532920745,37577.9642153861,864.6736,51589.9262556656,0.903407901194107,0.003390230094843,30.8756491194799,261511.814971342,31.9841876313679,265437.349287145,0.118016572803656,1.93e-34,30.3674952470984,231445.835160583,32.1126982145313,241980.431590138,696.108279831236,756,0.118016572803656,0.920778147924915,"ringchains"
"302",301,13,10,0.11938272485178,0.016018801968465,3,10000,0,8.93e-05,3,27,1,64,20,1000,302,0,1000,1,1,"naive_nutrient_B_s302l64L20T1000N1000_parameters.csv",302,778.38138774248,76354.4526584606,865.4818,117067.789247685,0.907343104849584,0.003787976001889,31.1097240802254,265799.006519589,32.1337213860026,266022.735649779,0.11938272485178,1.93e-34,30.5681054688864,223192.54713261,32.4121965385596,221739.912687017,652.614608415447,693,0.11938272485178,0.941723821667312,"ringchains"
"303",302,13,10,0.108140286076794,0.015,2,10000,0,8.93e-05,3,15,1,64,20,1000,303,0,1000,1,1,"naive_nutrient_B_s303l64L20T1000N1000_parameters.csv",303,749.59475084699,48447.6511840778,838.0383,70359.4369768077,0.899986032827068,0.003377944495308,32.0941761570379,254561.655189866,30.6632587162986,256879.466673352,0.108140286076794,1.93e-34,32.2933949435804,724745.6098414,31.3667655668839,728894.055184478,2122.49111319694,2395,0.108140286076794,0.886217583798303,"ringchains"
"304",303,13,10.0742132595398,0.119092803329543,0.016160009661932,6,10000,0,8.93e-05,6,38,1,64,20,1000,304,0,1000,1,1,"naive_nutrient_B_s304l64L20T1000N1000_parameters.csv",304,729.147414447054,7207.38598939975,805.2809,12551.6051557056,0.908116755799771,0.002974823613587,31.8523140841392,246734.057105439,31.268911872254,251153.715205494,0.119092803329543,7.7e-34,31.8950079573242,235194.159299991,31.4515432842834,238812.036648482,691.084737203626,727,0.119092803329543,0.950597987900449,"rings"
"305",304,13,10.395820540958,0.122637063348509,0.019010671413381,7,10000,0,8.93e-05,8,53,1,64,20,1000,305,0,1000,1,1,"naive_nutrient_B_s305l64L20T1000N1000_parameters.csv",305,818.782281702078,57769.1005989417,902.0062,75959.9635579158,0.91136555459424,0.003722939683321,31.5729331033994,280278.237166439,31.0007763519656,278330.391015705,0.122637063348509,3.08e-33,31.3366474878741,239790.76840003,30.9683117292295,233929.325640444,695.052006277715,725,0.122637063348509,0.958692422452021,"rings"
"306",305,10.9273460374615,10.3122665774249,0.127943890185558,0.017785430171919,7,8015.6,15751530.24,8.93e-05,13,60,1,64,20,1000,306,0,1000,1,1,"naive_nutrient_B_s306l64L20T1000N1000_parameters.csv",306,807.716885350725,42094.9868134084,896.1949,62236.9806120512,0.904159189932531,0.003835436013825,31.7186138235672,275666.768302988,31.6962317052976,275650.325139449,0.127943890185558,7.7e-34,31.7528376176145,266963.803883711,31.9427004884786,266796.778192622,781.138339730146,846,0.127943890185558,0.923331370839416,"ringchains"
"307",306,10.9996952581238,10.3487702259414,0.125905956166175,0.019692784065057,6,10000,0,8.93e-05,4,57,1,64,20,1000,307,0,1000,1,1,"naive_nutrient_B_s307l64L20T1000N1000_parameters.csv",307,810.534434806668,114723.16250165,892.3173,158521.586779388,0.914204810917315,0.003480012790704,31.2069066031378,276119.230281811,31.1240594462361,278636.757925981,0.125905956166175,7.7e-34,30.9967709107,241346.476364911,31.389264294857,249423.142491716,713.500970663532,753,0.125905956166175,0.947544449752367,"rings"
"308",307,13,10,0.102073349935613,0.015,3,10000,0,8.93e-05,3,26,1,64,20,1000,308,0,1000,1,1,"naive_nutrient_B_s308l64L20T1000N1000_parameters.csv",308,771.019066767948,109071.082321743,859.7279,145363.925854175,0.901757983208792,0.003337646064114,31.5011671719007,262137.061266177,31.5744704310212,262740.628617133,0.102073349935613,1.93e-34,31.5899223448171,207636.615721169,31.538500567595,211781.654799349,612.897789940431,671,0.102073349935613,0.913409523011074,"rings"
"309",308,11.4922521099932,10.1939030397135,0.138990477735359,0.021924251642888,8,10000,0,8.93e-05,3,42,1,64,20,1000,309,0,1000,1,1,"naive_nutrient_B_s309l64L20T1000N1000_parameters.csv",309,812.016198176163,9432.59713668481,882.028,14911.0935253525,0.922762540218086,0.003192354367129,31.013683745012,274909.932460804,32.3343974926002,276090.189745256,0.138990477735359,0,30.9432877944303,263801.704430099,32.4503897332332,264911.936976854,780.954772381664,819,0.138990477735359,0.953546730624743,"ringchains"
"310",309,13,9.1813645613429,0.127869859196638,0.017100142622935,6,10000,0,8.93e-05,11,43,1,64,30,1000,310,0,1000,1,1,"naive_nutrient_B_s310l64L30T1000N1000_parameters.csv",310,699.697363132256,2119.81076571865,749.0736,2636.43762680268,0.933837081212129,0.002952671334481,31.3772512020262,246214.803841807,31.7346867792171,237406.063783809,0.127869859196638,0,31.3295495211469,249152.401602726,31.746623830028,239085.879842954,704.966320177513,744,0.127869859196638,0.947535376582678,"ringchains"
"311",310,12.7674138958606,11.380044134547,0.103616825263531,0.0141260612737,8,10000,0,8.93e-05,3,24,1,64,30,1000,311,0,1000,1,1,"naive_nutrient_B_s311l64L30T1000N1000_parameters.csv",311,594.378259008064,1159.33537828964,633.5875,2995.46609035904,0.939855889787097,0.003111272773817,31.6200125439668,203500.361385673,31.5397459871371,202212.210137943,0.10361682526353,7.7e-34,31.643899171977,204218.311796152,31.6229058501179,202450.280035133,593.625283740718,635,0.103616825263531,0.934842966520816,"rings"
"312",311,13,10,0.115022996286655,0.015,2,10000,0,8.93e-05,3,16,1,64,30,1000,312,0,1000,1,1,"naive_nutrient_B_s312l64L30T1000N1000_parameters.csv",312,671.277146429594,2205.27950985536,715.4804,2530.34004984498,0.937986571567348,0.003441499078988,32.4110894677343,231822.749686858,31.0261164493031,218738.181209022,0.115022996286655,1.93e-34,32.5296791159334,233829.956974149,31.1866034347978,220062.450442658,675.116744857463,721,0.115022996286655,0.93636164335293,"rings"
"313",312,11.4963761626561,10,0.127713983946098,0.017549752914288,5,10000,0,8.93e-05,5,49,1,64,30,1000,313,0,1000,1,1,"naive_nutrient_B_s313l64L30T1000N1000_parameters.csv",313,702.014494705004,1646.47913978544,761.1257,2385.54725423542,0.922632266334841,0.002506276845911,31.0768942542604,238536.418848898,31.3236861326571,239831.460801094,0.127713983946098,7.7e-34,31.2013186242182,239707.46099361,31.2945230261734,241807.742179079,704.923376442062,754,0.127713983946098,0.934911639843583,"nan"
"314",313,13.3124169707083,10,0.112625954334222,0.015,3,10000,0,8.93e-05,3,16,1,64,30,1000,314,0,1000,1,1,"naive_nutrient_B_s314l64L30T1000N1000_parameters.csv",314,632.384311625038,1232.13901484679,674.5744,2061.32219685969,0.938357782892447,0.002773127988666,32.4423051859455,215359.010374063,32.1817853914859,222843.425676953,0.112625954334222,7.7e-34,32.474814095661,215597.398281877,32.1930714960705,222719.81397688,636.400188985758,677,0.112625954334222,0.940029821249273,"rings"
"315",314,17.3533223686732,9.4906046927362,0.124159783699401,0.017551445186656,8,10000,0,8.93e-05,13,87,1,64,30,1000,315,0,1000,1,1,"naive_nutrient_B_s315l64L30T1000N1000_parameters.csv",315,671.47331893945,751.373094414861,696.5137,2001.72958526853,0.965647071651746,0.002310719240974,30.2512794501729,223198.026877713,29.934556979433,230203.725060262,0.124159783699401,7.7e-34,30.2700663766883,224490.722196252,29.9533362687785,230906.570156055,673.170625751447,692,0.124159783699401,0.972789921606137,"rings"
"316",315,11.0752159355583,10,0.107049993802764,0.015,5,10000,0,8.93e-05,3,30,1,64,30,1000,316,0,1000,1,1,"naive_nutrient_B_s316l64L30T1000N1000_parameters.csv",316,611.126814013895,1345.64787323547,656.5718,2172.04864962496,0.931474746454856,0.002899520344774,30.7791593786032,205467.438115505,31.2554725878686,208084.801094179,0.107049993802764,1.93e-34,30.7946227915096,206983.448000799,31.2673228820765,209976.374408128,615.550482985424,652,0.107049993802764,0.944095832799729,"rings"
"317",316,13.6319203796993,8.60149686067772,0.107455094415731,0.01692965235063,5,10000,0,8.93e-05,3,30,1,64,30,1000,317,0,1000,1,1,"naive_nutrient_B_s317l64L30T1000N1000_parameters.csv",317,611.753194695588,754.978014985173,648.2012,2106.65578413841,0.94522923199923,0.002117005714518,31.7619437252806,207554.275862651,30.509787773399,210891.702573402,0.107455094415731,1.93e-34,31.8766172167359,206880.061586625,30.5647138304799,210329.90267396,613.124816608523,646,0.107455094415731,0.949109623233008,"rings"
"318",317,11.979066395603,12.4319847044219,0.119095552023445,0.016054920688967,7,10000,0,8.93e-05,8,57,1,64,30,1000,318,0,1000,1,1,"naive_nutrient_B_s318l64L30T1000N1000_parameters.csv",318,63.9578268785784,535.434328902896,192.633027522936,4484.34556574924,0.319047848710745,0.004187481442143,25.1793806940236,1426.16139513466,16.0415925647385,1329.89036675257,0.119095552023445,1.75e-33,0,0,0,0,0,0,0.119095552023445,NA,"rings"
"319",318,10.6976798191291,8.42239813554897,0.106829041426582,0.015,4,10000,0,8.93e-05,3,9,1,64,30,1000,319,0,1000,1,1,"naive_nutrient_B_s319l64L30T1000N1000_parameters.csv",319,618.351200049722,1377.57485914987,671.7331,1902.33269765977,0.920838077384749,0.002497356325846,31.6824196744714,209497.340335112,31.9463505694054,212659.678106986,0.106829041426582,1.73e-33,31.7912145112589,209240.537442264,32.0236942934781,213166.15436036,617.942364752539,661,0.106829041426582,0.934859855903993,"rings"
"320",319,9.94472507822954,15.7111287520535,0.092381140160565,0.016833830888223,21,10000,0,8.93e-05,7,316,1,64,10,10000,320,0,1000,1,1,"naive_nutrient_B_s320l64L10T10000N1000_parameters.csv",320,1590.76466360093,330743.195653781,1723.5075,335804.063750125,0.913470355925985,0.006058986523501,32.1878681979272,542404.31010151,31.4744684130942,540695.158973395,0.092381140160565,1.93e-34,32.4482973431559,380727.852090992,31.7829522006775,378620.219202789,1122.84651081449,1211,0.092381140160565,0.927206037006188,"rings"
"321",320,12.0040841478229,7.39208013331195,0.124548263363273,0.024402380140231,17,10000,0,8.93e-05,36,333,1,64,10,10000,321,0,1000,1,1,"naive_nutrient_B_s321l64L10T10000N1000_parameters.csv",321,1255.59367195456,204048.50011573,1334.8153,203222.966882598,0.935042459903587,0.002312122803962,30.8284467301854,432443.109590932,31.2174735894719,424876.406927057,0.124548263363273,7.7e-34,31.2820332315669,313151.15051902,30.9974496726394,305308.837721059,896.750764062173,945,0.124548263363273,0.948942607473198,"nan"
"322",321,13.2285464825354,5.23047875093589,0.096146742876124,0.030058899928541,45,10000,0,8.93e-05,10,742,1,64,10,10000,322,0,1000,1,1,"naive_nutrient_B_s322l64L10T10000N1000_parameters.csv",322,1240.31359279929,158893.342495008,1306.7712,173889.814632023,0.95042949891479,0.002196412089761,31.8079321219055,421816.989846587,32.0328728476695,424462.001567699,0.096146742876124,0,31.8313387211908,550666.580822416,32.1831965781877,553542.822966802,1618.44123033321,1686,0.096146742876124,0.959929555357773,"nan"
"323",322,10.0444522951726,8.15728976557654,0.08356527271214,0.017310304071108,17,10000,0,8.93e-05,39,183,1,64,10,10000,323,0,1000,1,1,"naive_nutrient_B_s323l64L10T10000N1000_parameters.csv",323,1604.73518768302,505116.673017931,1710.9783,524936.338862996,0.930273929122096,0.003085304981503,31.579275230352,548013.273928986,31.4747391158548,544417.57618595,0.08356527271214,0,31.6028184651196,1093063.4230306,31.4097454938649,1087653.39528458,3203.72179028901,3280,0.08356527271214,0.976744448258846,"rings"
"324",323,11.1738158717843,9.3969554921272,0.074965975030667,0.011985623065749,26,10000,0,8.93e-05,6,470,1,64,10,10000,324,0,1000,1,1,"naive_nutrient_B_s324l64L10T10000N1000_parameters.csv",324,1691.12357148768,444978.616926342,1813.7226,476742.194468687,0.925401891281226,0.004622634987161,31.5564205463405,578293.286584449,31.4915039725654,575013.615238241,0.074965975030667,1.93e-34,31.5183175274634,711958.380411094,31.0778233403911,713302.31494772,2087.13639590421,2187,0.074965975030667,0.954337629585829,"ringchains"
"325",324,10.704526825268,7.31266528421725,0.088278496799815,0.012310822172598,29,10000,0,8.93e-05,7,362,1,64,10,10000,325,0,1000,1,1,"naive_nutrient_B_s325l64L10T10000N1000_parameters.csv",325,1306.61687929994,209246.413602576,1412.8602,238505.589814941,0.921680036301426,0.003720466999309,31.3205528011411,446105.425026541,31.5529620553302,445134.631463872,0.088278496799815,1.93e-34,31.5729030383781,336910.705067915,31.5178629708707,329359.546153368,976.162095305365,1100,0.088278496799815,0.887420086641241,"curvelines"
"326",325,5.94459172216447,9.72083118856792,0.082884875191561,0.017621322190636,58,10000,0,8.93e-05,21,809,1,64,10,10000,326,-1.82e-12,1000,1,1,"naive_nutrient_B_s326l64L10T10000N1000_parameters.csv",326,1736.19380786572,261709.994316108,1845.0556,250240.157724412,0.933099616767394,0.004129540519535,31.4267115310873,591699.272143034,31.3734654732097,592866.430211577,0.082884875191561,1.93e-34,31.7705450134641,390858.731432626,31.6192997978262,395243.204347015,1149.2109382371,1253,0.082884875191561,0.917167548473343,"ringchains"
"327",326,16.9645649376153,9.84315024869497,0.07971839144283,0.014104802166446,29,10000,0,8.93e-05,38,690,1,64,10,10000,327,1.82e-12,1000,1,1,"naive_nutrient_B_s327l64L10T10000N1000_parameters.csv",327,1414.53923132113,423090.611488447,1511.7897,440127.054779388,0.927387116901041,0.003771347460747,31.2191722996892,484416.719486212,31.2952282086907,485133.169198243,0.07971839144283,7.7e-34,31.4775911938694,514083.647649788,31.1171273219462,520467.298774056,1510.12637008652,1579,0.07971839144283,0.956381488338518,"lines"
"328",327,15.3642471884139,11.8293307590826,0.103290180464535,0.01609866479671,12,10000,0,8.93e-05,13,256,1,64,10,10000,328,0,1000,1,1,"naive_nutrient_B_s328l64L10T10000N1000_parameters.csv",328,1213.99396896579,189678.352842012,1325.8871,217014.932846875,0.913090922366622,0.004509675357969,31.7113593388866,414122.274790155,31.7795378053659,414198.066145996,0.103290180464535,0,32.0374740843265,309344.214002509,31.8842091721321,309808.954957061,901.281231377384,1027,0.103290180464535,0.877586398614785,"rings"
"329",328,8.86825217313302,13.0177324029084,0.109661254264879,0.0256285810436,38,10000,0,8.93e-05,6,636,1,64,10,10000,329,0,1000,1,1,"naive_nutrient_B_s329l64L10T10000N1000_parameters.csv",329,1283.99149862027,162168.91780316,1390.5981,167887.973773767,0.919730794137474,0.003853627957927,31.6395315322907,436814.892460842,31.4299196039402,435955.788586268,0.109661254264879,7.7e-34,31.9607241762367,459205.373859273,31.6928743698462,450761.090400514,1352.13182600932,1487,0.109661254264879,0.909301833227516,"rings"
"330",329,15.0373628873347,10,0.102465961401046,0.019006589124802,8,8627.7,7770231.21,8.93e-05,5,43,1,64,15,10000,330,0,1000,1,1,"naive_nutrient_B_s330l64L15T10000N1000_parameters.csv",330,971.92541596192,271762.176952676,1043.8006,312279.300169657,0.933858390448949,0.002869694208755,30.970703128301,329355.10123072,31.2812757438684,330546.132921716,0.102465961401046,7.7e-34,31.419294210827,532404.218926071,31.6566618798911,533288.552676982,1569.55205684128,1608,0.102465961401046,0.97608958758786,"nan"
"331",330,14.9390872451695,10,0.136201881801421,0.020690107002327,4,8628.4,7761460.04,8.93e-05,30,57,1,64,15,10000,331,0,1000,1,1,"naive_nutrient_B_s331l64L15T10000N1000_parameters.csv",331,1099.03910687733,86673.0929161795,1189.0443,102877.943331843,0.925940452360148,0.005142643373981,31.5526664549595,374730.389090218,31.5141563712387,374395.156112054,0.136201881801421,0,31.5,349440,31.5,349440,1024,1024,0.136201881801421,1,"rings"
"332",331,11.4662691295538,8.18879874932763,0.118596749263231,0.016580778400878,7,8627.4,7772002.24,8.93e-05,3,61,1,64,15,10000,332,0,1000,1,1,"naive_nutrient_B_s332l64L15T10000N1000_parameters.csv",332,858.412582258111,363791.861273655,3923.3819,463288.373689759,0.243901019993428,0.045099120350012,31.4138347577014,292346.651076012,31.4628149448982,292104.714310526,0.118596749263231,1.93e-34,31.5,165771.675871532,31.5,165771.675871532,485.777804751742,4096,0.118596749263231,0.118598096863218,"curvelines"
"333",332,10.6801371718301,9.11622170389715,0.136637083124502,0.020401346264178,7,8628.6,7757963.04,8.93e-05,10,45,1,64,15,10000,333,0,1000,1,1,"naive_nutrient_B_s333l64L15T10000N1000_parameters.csv",333,61.3813245922994,554.890779852938,165.746268656716,3480.34373586612,0.354809111977769,0.004607773587996,20.6721331618124,1204.49711755854,22.9495812371385,1098.78515273018,0.136637083124502,0,0,0,0,0,0,0,0.136637083124502,NA,"ringchains"
