,R,T,m,s,mutations,survival_mean,survival_var,absorption,fixation,generations,organism_count,l,correlation_length,correlation_time,seed,dfit,N,k,b,files,creature,seed2,creature2,mean_mass,var_mass,mean_volume,var_volume,mean_density,var_density,mean_centroid_x,var_centroid_x,mean_centroid_y,var_centroid_y,mean_nutrient,var_nutrient,snap_centroid_x,snap_var_x,snap_centroid_y,snap_var_y,snap_mass,snap_volume,final_nutrient,snap_density
1,12.508483508951617,10.592399315582814,0.08325480119100406,0.013477837800130623,24.0,10000.0,0.0,8.928571428571429e-05,0.0,124.0,2.0,64.0,15.0,100.0,10.0,10.0,10.0,1.0,1.0,two_nutrient_B_s10l64L15T100N10_c1_parameters.csv,c1,10.0,c1,505.9510286586176,970.8957770193794,544.736,3297.977901790179,0.9338395187382659,0.005253869248507456,31.605969408918998,171674.74598865316,31.648508850549568,172770.85653422365,0.9997613165643757,2.016821190225295e-05,31.861444722763576,174097.45793929516,31.945272124665568,174840.39853321784,513.0597416198601,546.0,1.0,0.9396698564466303
1,12.819332348354667,8.637458082187818,0.0876112457545886,0.011685048487967151,31.0,1068.5,8863769.45,8.928571428571429e-05,0.0,124.0,2.0,64.0,15.0,100.0,10.0,10.0,10.0,1.0,1.0,two_nutrient_B_s10l64L15T100N10_c2_parameters.csv,c2,10.0,c2,2.293812810278814,475.8709144689204,7.8353,5442.634037313732,0.29926526160107414,0.00841282643866295,26.381912081433008,49508.85504013657,37.42498177832497,10125.419977878422,-47.69648961467293,832.5575780571763,,,,,0.0,0.0,-97.68274611187177,
1,16.29916225502463,7.1241349806350165,0.11969340007195653,0.021163405364110387,39.0,20.7,48.010000000000005,8.928571428571429e-05,1.0,146.0,2.0,64.0,15.0,100.0,11.0,10.0,10.0,1.0,1.0,two_nutrient_B_s11l64L15T100N10_c1_parameters.csv,c1,11.0,c1,0.77540584152063,185.38916334641672,2.3707,1688.8453660466032,0.31013600523881757,0.0033962901840132995,28.064196955459998,23594.8293395544,44.743883532976625,78948.32763555695,-48.61742335241572,833.3434802669921,,,,,0.0,0.0,-98.6116878050344,
1,12.886899585866303,6.14481025913386,0.11178851955655111,0.03054671695917879,37.0,10000.0,0.0,8.928571428571429e-05,1.0,146.0,2.0,64.0,15.0,100.0,11.0,10.0,10.0,1.0,1.0,two_nutrient_B_s11l64L15T100N10_c2_parameters.csv,c2,11.0,c2,762.5511067760784,488.3901516267677,780.6883,1850.0307461846185,0.9783195502858522,0.001600565921403571,32.09375650951082,256754.91228230763,31.32983942180048,260396.66057792457,0.9999990667182079,2.6009009035219765e-09,32.75839423633499,256584.9573570516,31.20910529982795,260459.874788264,763.1737687901934,797.0,1.0,0.9575580536890759
1,15.982662516554361,8.407362755602795,0.08741380453527717,0.01624989070263054,25.0,10000.0,0.0,8.928571428571429e-05,2.0,137.0,2.0,64.0,15.0,100.0,12.0,10.0,10.0,1.0,1.0,two_nutrient_B_s12l64L15T100N10_c1_parameters.csv,c1,12.0,c1,564.4556492074917,362.45742066156873,578.7568,2197.985052265227,0.9776309472690122,0.001897258992680323,32.286591367356884,190563.253345996,30.501745986304652,192744.81148313064,0.9999981781637707,9.671532817560618e-09,32.188950348736576,190014.69991001883,30.31343273213939,192261.7997590531,562.7984800209128,576.0,1.0,0.9770806944807515
1,14.419784121223728,11.672356058052749,0.09822902476821418,0.012944317785929233,24.0,1036.3,8927566.010000002,8.928571428571429e-05,2.0,137.0,2.0,64.0,15.0,100.0,12.0,10.0,10.0,1.0,1.0,two_nutrient_B_s12l64L15T100N10_c2_parameters.csv,c2,12.0,c2,0.1846464734130694,11.674537444912652,0.7072,170.1858867486749,0.2520372265625328,0.0020937308398913065,34.97187490470594,918.5974146962307,14.248539323459458,11685.537664248517,-48.74086479349529,833.3812158893459,,,,,0.0,0.0,-98.73550905398056,
1,10.227221549955589,13.604864867760233,0.12051856236396097,0.02342469265809827,33.0,10000.0,0.0,8.928571428571429e-05,1.0,128.0,2.0,64.0,15.0,100.0,13.0,10.0,10.0,1.0,1.0,two_nutrient_B_s13l64L15T100N10_c1_parameters.csv,c1,13.0,c1,0.7050511816524437,76.50672036440774,2.2898,840.2402399839984,0.3202201039407729,0.006990804046796899,24.32103012059858,3094.1223351378167,34.71123934381468,3859.2689572815557,-48.39429357959293,833.1811670952324,,,,,0.0,0.0,-98.38691690193583,
1,17.021305562445594,9.624779852857655,0.09968131722081244,0.013416261790144384,27.0,1060.3,8879901.010000002,8.928571428571429e-05,1.0,128.0,2.0,64.0,15.0,100.0,13.0,10.0,10.0,1.0,1.0,two_nutrient_B_s13l64L15T100N10_c2_parameters.csv,c2,13.0,c2,564.4234647073631,697.7211617321489,596.6659,3036.5671339033906,0.9491139956710387,0.0030858702580440897,31.72848264622289,186662.33273139648,32.26304729991013,196621.30461996226,0.9999495509006902,1.7862195711076667e-06,31.607690106395392,191300.94137741395,32.69092412634769,196955.58123874816,571.3270640614521,593.0,1.0,0.9634520473211672
1,12.98435411771005,7.142124510383437,0.12798752461828217,0.018486335034558668,17.0,8001.6,15974410.240000004,8.928571428571429e-05,3.0,104.0,2.0,64.0,15.0,100.0,14.0,10.0,10.0,1.0,1.0,two_nutrient_B_s14l64L15T100N10_c1_parameters.csv,c1,14.0,c1,708.0579929846348,1636.375512285137,743.9907,2107.45395890589,0.9517873870050823,0.002488222774532944,32.08765453193655,237343.7898202363,32.197068936762776,241788.52265578092,0.9999692959726159,6.664692798950546e-07,31.98623035075656,238431.9866807488,32.08408768113288,243873.8907426141,711.4689861536599,757.0,1.0,0.9398533502690355
1,17.917812527592442,10.602883692151469,0.1386381639467277,0.01429536433653257,8.0,47.9,392.28999999999996,8.928571428571429e-05,3.0,104.0,2.0,64.0,15.0,100.0,14.0,10.0,10.0,1.0,1.0,two_nutrient_B_s14l64L15T100N10_c2_parameters.csv,c2,14.0,c2,0.027485074524002482,1.2918688634188238,0.0931,12.539486338633873,0.23786453784528952,0.009308349049211878,52.85157897452851,10130.128867436033,9.126681583643567,10723.879102519919,-48.96417381128624,833.4156683449874,,,,,0.0,0.0,-98.959163822403,
1,15.92812424383802,7.265392412311336,0.12825232430891817,0.021238773828675523,29.0,24.0,68.4,8.928571428571429e-05,1.0,138.0,2.0,64.0,15.0,100.0,15.0,10.0,10.0,1.0,1.0,two_nutrient_B_s15l64L15T100N10_c1_parameters.csv,c1,15.0,c1,0.35405790648982094,56.26075217289538,1.0877,511.5595646664662,0.3013119795900458,0.004533285514360864,27.267183162136828,70387.58994039029,34.383081020186886,4688.584975778154,-48.75426273137893,833.3864253878209,,,,,0.0,0.0,-98.74895935306516,
1,16.119261495522895,7.49433951022076,0.09808046887016748,0.022487848614739833,27.0,10000.0,0.0,8.928571428571429e-05,1.0,138.0,2.0,64.0,15.0,100.0,15.0,10.0,10.0,1.0,1.0,two_nutrient_B_s15l64L15T100N10_c2_parameters.csv,c2,15.0,c2,643.3486835593785,317.86907583129073,659.662,2394.3213881388137,0.9774180039209539,0.0016001786977396719,34.284937950759065,214413.06470338124,31.669616601297836,219578.81820392676,0.9999988485519512,3.152109943985906e-09,34.13869500154317,214282.8225669687,31.85625587178414,217790.34605458492,641.6954117201924,667.0,1.0,0.9620620865370201
1,12.193467573275717,10.849139463903944,0.11744153695781696,0.016863580270140514,27.0,1063.4,8874292.24,8.928571428571429e-05,0.0,100.0,2.0,64.0,15.0,100.0,16.0,10.0,10.0,1.0,1.0,two_nutrient_B_s16l64L15T100N10_c1_parameters.csv,c1,16.0,c1,0.757537167294061,101.50072199320763,2.2959,933.1678599759977,0.3263349014605114,0.002370862081083256,43.558140712777494,43059.012440867205,21.619958116440465,6302.686432511488,-48.373988620426125,833.2140148553151,,,,,0.0,0.0,-98.36694490831376,
1,13.215710536233937,7.505315370540589,0.11945467894722145,0.018025582407610038,12.0,8001.8,15971213.16,8.928571428571429e-05,0.0,100.0,2.0,64.0,15.0,100.0,16.0,10.0,10.0,1.0,1.0,two_nutrient_B_s16l64L15T100N10_c2_parameters.csv,c2,16.0,c2,663.7577982754096,1021.6555679630987,693.2575,2005.7909728472848,0.9586343391823539,0.002615780968519312,31.240780821969995,225416.38738472876,31.378495147803925,225344.50292902836,0.9999878086453731,1.050437724592687e-07,31.45408804066447,225248.35340372083,31.249755774369834,227248.57743397905,665.1948662977621,695.0,1.0,0.9571149155363484
1,7.434465274575824,7.245683567010244,0.12177104080311223,0.018467414247918697,45.0,1080.8,8842033.36,8.928571428571429e-05,1.0,140.0,2.0,64.0,15.0,100.0,17.0,10.0,10.0,1.0,1.0,two_nutrient_B_s17l64L15T100N10_c1_parameters.csv,c1,17.0,c1,0.028691230096605312,1.1947217378907184,0.106,13.448508850885082,0.21930712164141397,0.007260426515450178,15.692159169995032,213.93342573614044,18.757698665571038,399.92088421183115,-48.965434771141275,833.4154909020049,,,,,0.0,0.0,-98.9604230059342,
1,11.686768529282453,10.970431131602579,0.14504621439268275,0.026702495640164404,33.0,8002.3,15963221.209999999,8.928571428571429e-05,1.0,140.0,2.0,64.0,15.0,100.0,17.0,10.0,10.0,1.0,1.0,two_nutrient_B_s17l64L15T100N10_c2_parameters.csv,c2,17.0,c2,814.7289016390534,1580.6034443874175,855.3053,2493.4802399339937,0.9533002090447251,0.0024167216163503164,32.42881788592197,277190.6619443019,31.875161676269844,278751.8975436533,0.9999801718385007,3.5835844423464005e-07,32.405269014861744,278533.07411690155,31.836006108715196,279427.85133661405,814.3250197758239,868.0,1.0,0.9381624651795206
1,13.779766991765273,13.54804627558324,0.15,0.01596129674579512,10.0,40.3,206.41,8.928571428571429e-05,2.0,125.0,2.0,64.0,15.0,100.0,18.0,10.0,10.0,1.0,1.0,two_nutrient_B_s18l64L15T100N10_c1_parameters.csv,c1,18.0,c1,0.3092945225985379,23.60853289764562,0.827,170.54312531253117,0.3635685204242806,0.0046187224317812735,43.121730741658816,968.8433544570977,21.69467543331263,1185.943388001452,-48.64014376758981,833.3488890728419,,,,,0.0,0.0,-98.63446270242731,
1,12.629407093154231,12.563317084472988,0.11387011583647108,0.022665520764712982,29.0,10000.0,0.0,8.928571428571429e-05,2.0,125.0,2.0,64.0,15.0,100.0,18.0,10.0,10.0,1.0,1.0,two_nutrient_B_s18l64L15T100N10_c2_parameters.csv,c2,18.0,c2,695.8915884973502,1082.447337033241,727.071,3157.171476147615,0.959013255099548,0.0026321342222935086,31.20506168643033,233253.55727160702,31.73020437366205,238085.8408022956,0.9999303623596671,2.8207490395318194e-06,31.324398580643063,233668.4275023658,32.15607115648792,235680.84222170856,696.4136789805486,738.0,1.0,0.9436499715183586
1,9.021330772451371,12.144331168985603,0.1393649003651829,0.01674305563009197,15.0,59.3,620.81,8.928571428571429e-05,1.0,107.0,2.0,64.0,15.0,100.0,19.0,10.0,10.0,1.0,1.0,two_nutrient_B_s19l64L15T100N10_c1_parameters.csv,c1,19.0,c1,0.21426382446175957,8.831654856211685,0.6223,75.76381909190918,0.3434976746007716,0.0031087735426817958,9.514863556735229,3621.4211799910668,21.434470413248814,329.7611142633012,-48.790301465411886,833.368398409091,,,,,0.0,0.0,-98.78481649587366,
1,14.312004185813727,9.22220418068015,0.12390537253016748,0.018806128056542137,28.0,8002.1,15966417.690000001,8.928571428571429e-05,1.0,107.0,2.0,64.0,15.0,100.0,19.0,10.0,10.0,1.0,1.0,two_nutrient_B_s19l64L15T100N10_c2_parameters.csv,c2,19.0,c2,683.0816564392234,1392.213288700249,718.023,2269.390410041004,0.9520466759157472,0.002816230949115672,31.861214254094026,230045.05235643033,31.549647204922746,230856.90821137122,0.9999953310256419,3.2295517287571115e-08,32.29436706570846,228276.7837150908,31.40349658568739,232675.268967286,683.5169858587758,736.0,1.0,0.9286915568733367
1,23.819604676029286,18.048797576224167,0.10745972444753314,0.031814064623806954,36.0,10000.0,0.0,8.928571428571429e-05,3.0,156.0,2.0,64.0,20.0,100.0,20.0,10.0,10.0,1.0,1.0,two_nutrient_B_s20l64L20T100N10_c1_parameters.csv,c1,20.0,c1,0.04635489268481446,2.1493857290295306,0.1845,33.28178792879288,0.21164972743033697,0.00748527144636275,35.98964879196317,293.6600797922138,19.825928617142676,357.24855084790323,-48.91293988949059,833.4115736212597,,,,,0.0,0.0,-98.90788889145853,
1,11.565677092856216,7.374872911232282,0.10984600348716188,0.015803757869575726,43.0,37.9,209.88999999999996,8.928571428571429e-05,3.0,156.0,2.0,64.0,20.0,100.0,20.0,10.0,10.0,1.0,1.0,two_nutrient_B_s20l64L20T100N10_c2_parameters.csv,c2,20.0,c2,622.1461573504428,899.3202243163881,664.9932,1706.1997737373738,0.9363327844210079,0.0022051449746811063,31.521279442847444,212845.8605519855,31.13811661685133,217887.28877576758,0.9999922457220946,5.385580824469605e-08,31.86553114157933,213959.8590761629,31.07451147870696,218820.9905539911,623.650882235722,677.0,1.0,0.9211977581029867
1,18.122999107599334,10.971339927851199,0.07990914427235664,0.016163305587269274,22.0,10000.0,0.0,8.928571428571429e-05,7.0,186.0,2.0,64.0,20.0,100.0,21.0,10.0,10.0,1.0,1.0,two_nutrient_B_s21l64L20T100N10_c1_parameters.csv,c1,21.0,c1,546.9726864554236,331.88993161126723,567.2561,3780.9338061706167,0.9683721968403944,0.0024813916079821866,30.83216643016262,188762.8491938343,30.312155169910245,188589.10681873537,1.0,0.0,31.07690700644741,185908.92828523985,31.04006720118987,190892.77402975864,547.8473590861465,579.0,1.0,0.9461957842593204
1,13.859819003496034,12.591019335307857,0.07324082726305972,0.015087065382812934,46.0,1140.5,8726515.05,8.928571428571429e-05,7.0,186.0,2.0,64.0,20.0,100.0,21.0,10.0,10.0,1.0,1.0,two_nutrient_B_s21l64L20T100N10_c2_parameters.csv,c2,21.0,c2,0.28047098347142946,24.300107406738228,1.1974,458.97673091309156,0.24440537699472858,0.0069404871375622346,15.673372224299747,33499.47954331292,21.0736599402654,33424.58665424867,-48.6394618813264,833.3502848734745,,,,,0.0,0.0,-98.6337948846051,
1,6.916693699049912,7.998432617243375,0.15316489134031355,0.022994363101345314,50.0,2070.7,15722971.01,8.928571428571429e-05,0.0,194.0,2.0,64.0,20.0,100.0,22.0,10.0,10.0,1.0,1.0,two_nutrient_B_s22l64L20T100N10_c1_parameters.csv,c1,22.0,c1,3.015646440264866,828.0393689576943,6.6733,3854.205187628762,0.4180750911454633,0.005917889335849536,34.13313825781139,13875.288158051546,30.097301691047754,87474.92552405875,-47.563169816534035,832.3467139368194,,,,,0.0,0.0,-97.54725728405168,
1,10.393968708419264,10.64598487276099,0.12344174112584015,0.019307430808982392,29.0,5044.3,24561617.809999995,8.928571428571429e-05,0.0,194.0,2.0,64.0,20.0,100.0,22.0,10.0,10.0,1.0,1.0,two_nutrient_B_s22l64L20T100N10_c2_parameters.csv,c2,22.0,c2,685.9055526452547,2862.7832944666093,741.423,3399.266197619763,0.9251294145976455,0.004408867638865436,31.70138734275861,235162.66913978156,30.77205374611707,234311.7290804171,0.9995599664842226,4.306918864024943e-05,31.761942958942,237885.6506977707,30.871921624560017,236470.52360131725,691.8108446134704,750.0,1.0,0.9224144594846272
1,12.441940688866115,6.580776009408371,0.1392462946037211,0.01899358303463518,33.0,1042.6,8915645.039999997,8.928571428571429e-05,2.0,155.0,2.0,64.0,20.0,100.0,23.0,10.0,10.0,1.0,1.0,two_nutrient_B_s23l64L20T100N10_c1_parameters.csv,c1,23.0,c1,0.3626812324148873,27.314957093184095,1.0332,218.88798655865594,0.33471159278362766,0.005599451376157934,38.440835231757134,1382.2461039907544,25.466599267866425,1262.7489623334102,-48.66956573056964,833.3391767186241,,,,,0.0,0.0,-98.66378676295908,
